C85,10pF,C0201,63.740,50.660,270.0,TOP
C86,10pF,C0201,60.200,61.000,90.0,TOP
C89,10pF,C0201,62.700,59.910,90.0,TOP
C23,10µF,C1210,21.000,30.500,270.0,TOP
C27,10µF,C1210,45.900,5.300,270.0,TOP
C31,10µF,C1210,70.500,5.000,270.0,TOP
C45,10µF,C1210,19.400,85.700,180.0,TOP
C47,10µF,C1210,30.900,86.700,0.0,TOP
J1,142-0731-211,1420731211,52.940,90.000,0.0,TOP
J2,142-0731-211,1420731211,92.860,49.360,90.0,TOP
J5,142-0731-211,1420731211,64.560,17.838,0.0,TOP
J6,142-0731-211,1420731211,52.790,18.270,0.0,TOP
J7,142-0731-211,1420731211,92.710,30.200,90.0,TOP
J8,142-0731-211,1420731211,92.710,16.280,0.0,TOP
J9,142-0731-211,1420731211,9.850,82.370,180.0,TOP
J10,142-0731-211,1420731211,45.930,74.000,0.0,TOP
J11,142-0731-211,1420731211,60.200,74.000,0.0,TOP
J12,142-0731-211,1420731211,74.380,71.980,45.0,TOP
J13,142-0731-211,1420731211,11.670,67.910,90.0,TOP
R2,1k,R0201,7.140,58.810,180.0,TOP
R3,1k,R0201,7.380,59.720,270.0,TOP
R4,1k,R0201,31.780,14.160,0.0,TOP
R7,1k,R0201,16.370,12.320,270.0,TOP
R9,1k,R0201,13.820,22.690,90.0,TOP
R11,1k,R0201,16.420,22.700,90.0,TOP
C11,1µF,C0201,47.370,50.300,270.0,TOP
C12,1µF,C0201,46.810,50.300,270.0,TOP
C13,1µF,C0201,45.400,50.350,270.0,TOP
C14,1µF,C0201,44.820,50.350,270.0,TOP
C59,1µF,C0201,49.650,49.570,90.0,TOP
C68,1µF,C0201,61.740,50.360,270.0,TOP
C69,1µF,C0201,61.190,50.330,270.0,TOP
C70,1µF,C0201,59.815,50.025,270.0,TOP
C71,1µF,C0201,59.190,50.020,270.0,TOP
C82,1µF,C0201,64.800,49.140,180.0,TOP
R22,200k,R0201,41.780,56.690,270.0,TOP
R23,200k,R0201,41.340,55.730,90.0,TOP
R24,200k,R0201,42.320,54.090,270.0,TOP
R25,200k,R0201,41.390,54.640,270.0,TOP
R35,200k,R0201,56.940,56.710,270.0,TOP
R36,200k,R0201,55.840,56.160,270.0,TOP
R37,200k,R0201,56.840,54.160,270.0,TOP
R38,200k,R0201,56.240,54.610,270.0,TOP
R39,22R,R0201,63.220,41.380,0.0,TOP
R40,22R,R0201,59.450,33.470,270.0,TOP
R41,22R,R0201,57.970,33.470,270.0,TOP
C21,22µF,C1210,10.000,30.600,270.0,TOP
C25,22µF,C1210,35.400,4.900,270.0,TOP
C29,22µF,C1210,81.200,4.900,270.0,TOP
C33,22µF,C1210,18.100,95.100,90.0,TOP
C46,22µF,C1210,34.300,93.800,270.0,TOP
C51,22µF,C1210,87.700,87.300,90.0,TOP
R17,30R,R0201,52.480,52.850,90.0,TOP
R30,30R,R0201,67.630,54.520,90.0,TOP
C60,31pF,C0201,52.950,54.600,90.0,TOP
C83,31pF,C0201,67.620,55.610,90.0,TOP
R18,330R,R0201,52.710,52.070,0.0,TOP
R31,330R,R0201,68.470,54.260,0.0,TOP
C38,4.7µF,C0201,42.230,55.440,180.0,TOP
C39,4.7µF,C0201,42.560,52.070,270.0,TOP
C40,4.7µF,C0201,46.110,50.520,0.0,TOP
C48,4.7µF,C0201,48.110,50.540,0.0,TOP
C49,4.7µF,C0201,48.110,50.060,0.0,TOP
C50,4.7µF,C0201,51.640,53.120,270.0,TOP
C55,4.7µF,C0201,44.210,59.600,0.0,TOP
C56,4.7µF,C0201,51.860,59.440,180.0,TOP
C57,4.7µF,C0201,51.690,57.600,90.0,TOP
C58,4.7µF,C0201,51.620,54.170,270.0,TOP
C72,4.7µF,C0201,66.000,53.210,270.0,TOP
C73,4.7µF,C0201,66.100,54.160,270.0,TOP
C74,4.7µF,C0201,66.040,57.610,90.0,TOP
C75,4.7µF,C0201,64.720,59.830,180.0,TOP
C76,4.7µF,C0201,58.070,59.640,0.0,TOP
C77,4.7µF,C0201,56.620,55.380,180.0,TOP
C78,4.7µF,C0201,56.920,52.330,180.0,TOP
C79,4.7µF,C0201,60.470,50.840,0.0,TOP
C80,4.7µF,C0201,62.250,50.660,270.0,TOP
C81,4.7µF,C0201,62.700,50.660,270.0,TOP
R21,500R,R0201,42.530,57.170,270.0,TOP
R34,500R,R0201,56.820,58.210,270.0,TOP
R16,931R,R0201,52.780,53.710,180.0,TOP
R29,931R,R0201,66.920,55.360,180.0,TOP
IC1,AD9523BCPZ,QFN50P1000X1000X100-73N,55.700,40.670,0.0,TOP
U1,ADF4382ABCCZ,CC-48-10_ADI,47.120,55.120,180.0,TOP
U6,ADF4382ABCCZ,CC-48-10_ADI,61.480,55.120,180.0,TOP
U4,ATS1005-3DB-FD-T05,SMT_DB-FD-T05_SUS,45.910,68.000,180.0,TOP
U5,ATS1005-3DB-FD-T05,SMT_DB-FD-T05_SUS,52.940,68.680,180.0,TOP
U8,ATS1005-3DB-FD-T05,SMT_DB-FD-T05_SUS,60.200,68.000,180.0,TOP
U10,ATS1005-3DB-FD-T05,SMT_DB-FD-T05_SUS,70.090,67.840,135.0,TOP
X5,CVHD-950-50.000,SMD4_CVHD-950_CRX,34.120,31.620,90.0,TOP
X6,CVHD-950-50.000,SMD4_CVHD-950_CRX,33.870,19.970,90.0,TOP
X4,ECOC-2522-100.000-3HC,SMD5_ECOC-2522_25P4X22_ECS,23.070,49.950,0.0,TOP
FB1,FBMH1608HL601-T,BEADC1608X90N,68.410,56.870,180.0,TOP
FB2,FBMH1608HL601-T,BEADC1608X90N,53.580,56.010,180.0,TOP
FB3,FBMH1608HL601-T,BEADC1608X90N,52.060,49.650,0.0,TOP
FB4,FBMH1608HL601-T,BEADC1608X90N,63.460,48.330,270.0,TOP
D1,Green,LED-0603,41.750,59.880,90.0,TOP
D2,Green,LED-0603,56.830,60.610,90.0,TOP
U2,MTX2-143+,DQ1225_MNC,45.910,65.000,270.0,TOP
U3,MTX2-143+,DQ1225_MNC,52.910,64.380,270.0,TOP
U7,MTX2-143+,DQ1225_MNC,60.210,65.000,270.0,TOP
U9,MTX2-143+,DQ1225_MNC,67.910,65.620,225.0,TOP
